ARPT_ID,ARPT_NAME,LAT_DECIMAL,LONG_DECIMAL
EFW,JEFFERSON MUNI,42.00983333,-94.34180555
3IA2,GREENE COUNTY MEDICAL CENTER,42.01647777,-94.38968888
93IA,LUND,42.26027777,-93.64972222
EOK,KEOKUK MUNI,40.45990777,-91.42850111
6K9,KEOSAUQUA MUNI,40.73475,-91.94878305
27IA,OLDFIELD AERO,40.75145138,-92.03082222
OXV,KNOXVILLE MUNI,41.29909691,-93.11374277
0IA0,KNOXVILLE AREA COMMUNITY HOSPITAL,41.31154722,-93.11173888
2IA6,STEWART MEML HOSPITAL,42.26570833,-94.74823055
0Y6,LAKE MILLS MUNI,43.41366666,-93.51175
LWD,LAMONI MUNI,40.63239194,-93.90222611
2VA,ZANGGER VINTAGE AIRPARK,43.45063077,-96.40466586
IA84,LAWTON,42.48332583,-96.20030138
LRJ,LE MARS MUNI,42.77855555,-96.19358333
12IA,PLUEGER AIRFIELD,42.80054444,-96.13779722
6IA0,DECATUR COUNTY HOSPITAL,40.75151388,-93.74563611
IA83,KOHLHAAS,42.9551125,-94.16749027
6IA7,R S  AUTO,40.99035555,-91.74417222
C27,MANCHESTER MUNI,42.49049583,-91.49787361
MEY,JAMES G WHITING MEML FLD,42.178295,-95.79364527
OQW,MAQUOKETA MUNI,42.05008333,-90.73880555
IA65,JACKSON COUNTY RGNL HEALTH CENTER,42.04630833,-90.65685833
22IA,MARENGO MEML HOSPITAL,41.80246111,-92.07276111
C17,MARION,42.02981086,-91.5317223
28IA,MERCY MARION EMERGENCY DEPARTMENT,42.03475833,-91.57372222
6IA8,MMSC,42.049625,-92.90496944
MIW,MARSHALLTOWN MUNI,42.11275,-92.91777777
98IA,UNITY POINT MARSHALLTOWN,42.00078888,-92.91523888
MCW,MASON CITY MUNI,43.15780555,-93.33125
73IA,HARRIS FLD,43.23555555,-93.20833333
IA47,MERCYONE NORTH IOWA MEDICAL CENTER,43.15038333,-93.21529166
SXK,SIOUX COUNTY RGNL,42.9858275,-96.16140027
IA88,QUIET VALLEY,41.70419805,-90.46818972
0IA4,SHARAR FLD,41.02784444,-91.06347361
0IA9,ARMY RESERVE,40.83337027,-91.30015083
4D8,FULLER,43.33339388,-95.1590925
0IA5,MOORE,40.872225,-93.26270944
90IA,MISSOURI VALLEY,41.54027,-95.88778805
MXO,MONTICELLO RGNL,42.22036194,-91.16329833
1Y3,JUDGE LEWIS FLD/MOUNT AYR MUNI,40.70638888,-94.22027777
MPZ,MOUNT PLEASANT MUNI,40.94661222,-91.51117055
2IA3,MEDICAL,40.96166944,-91.56036388
IA49,RINGGOLD COUNTY,40.71990555,-94.22236111
MUT,MUSCATINE MUNI,41.36788888,-91.14822222
8IA0,UNITY HEALTHCARE,41.43385833,-91.05524444
IA26,DAVIS,42.49983611,-95.06709166
1IA5,SCH,42.01748722,-93.45298972
7IA7,MITCHELL FLD,43.08334583,-92.31151388
1Y5,NEW HAMPTON MUNI,43.08719583,-92.3432325
IA50,MERCYONE NEW HAMPTON MEDICAL CENTER,43.06335,-92.32205833
5IA0,SKIFF MEDICAL CENTER,41.70367222,-93.05161388
TNU,NEWTON MUNI-EARL JOHNSON FLD,41.67443,-93.02172833
05IA,SPOTTS FLD,43.13787083,-93.06834166
5D2,NORTHWOOD MUNI,43.44877777,-93.20166666
IA51,HOLT FARMS,43.42681666,-93.27355138
IA07,LOKEN FARM,43.45165555,-93.31830555
IA01,RIDGE,41.35138166,-95.46639111
OLZ,OELWEIN MUNI,42.6809245,-91.97439538
IA57,MERCY HOSPITAL,42.675775,-91.90169722
2IA8,BURGESS HEALTH CENTER,42.02634444,-96.10625
IA14,PETTER,41.23381944,-94.35616111
D02,OSAGE MUNI,43.29233333,-92.79561111
6IA9,CLARKE COUNTY HOSPITAL,41.02583333,-93.76633333
I75,OSCEOLA MUNI,41.05222222,-93.68913888
IA63,EDGREN,41.25838194,-92.55150694
IA34,MAHASKA COUNTY HOSPITAL,41.29963611,-92.62884166
OOA,OSKALOOSA MUNI,41.22611111,-92.49383333
OTM,OTTUMWA RGNL,41.10722222,-92.44716666
3IA6,OTTUMWA HOSPITAL,41.028975,-92.39135833
IA24,GREEN CASTLE,41.75802777,-91.72095138
04IA,MIDDLEKOOP,41.08835027,-92.05462027
1Y9,PAULLINA MUNI,42.98788888,-95.66447222
PEA,PELLA MUNI,41.40122222,-92.94586111
7IA9,PELLA RGNL HEALTH CENTER,41.412725,-92.91235277
PRO,PERRY MUNI,41.82644444,-94.15955555
POH,POCAHONTAS MUNI,42.74288888,-94.64736111
IA48,KERN FLD,41.74165416,-93.72522222
IA96,MERCY ONE PRIMGHAR MEDICAL CENTER,43.08841111,-95.62404444
2Y1,DRAKE,42.31751388,-93.4151625
RDK,RED OAK MUNI,41.01083333,-95.25886111
IA91,MONTGOMERY COUNTY MEML,41.02750833,-95.21426666
8Y8,PELTZ FLD,43.26597222,-94.56250972
8IA8,PFEIFER FLD,41.45483888,-91.61731111
RRQ,ROCK RAPIDS MUNI,43.45222111,-96.17977694
5IA8,SANFORD ROCK RAPIDS MEDICAL CENTER,43.42429444,-96.17156944
IA39,MERRILL PIONEER COMMUNITY HOSPITAL,43.42186111,-96.17911111
8IA1,HEGG MEML HOSPITAL,43.20121944,-96.28355
2Y4,ROCKWELL CITY MUNI,42.38782222,-94.61890277
34IA,BECK,40.99726944,-93.15564444
SKI,SAC CITY MUNI,42.37905555,-94.97961111
6IA1,LORING HOSPITAL,42.41887777,-94.97836666
42IA,LAKEPORT FARMS,42.26145,-96.28967777
07IA,HOSKINS LANDING,40.6478875,-95.02135
IA94,SJ AIRFIELD,42.88064722,-93.31519027
SHL,SHELDON RGNL,43.20838888,-95.83341666
SDA,SHENANDOAH MUNI,40.75158722,-95.41362416
23IA,SHENANDOAH HOSPITAL,40.75277222,-95.368875
ISB,SIBLEY MUNI,43.36935277,-95.75963888
IA40,OSCEOLA COMMUNITY HOSPITAL,43.40965555,-95.74331944
29IA,HILLTOP,40.75626527,-95.62348055
IA02,PARADISE MOUNTAIN,40.74799444,-95.67092916
83IA,KEOKUK COUNTY HEALTH CENTER,41.32243333,-92.20673611
IA06,SIOUX CENTER HEALTH,43.06877222,-96.15925833
SUX,SIOUX GATEWAY/BRIG GENERAL BUD DAY FLD,42.40130555,-96.38441666
5IA2,MERCY ONE MEDICAL CENTER NR 2,42.49723611,-96.40143055
6IA3,ST LUKE'S MEDICAL CENTER,42.52011666,-96.40645
SPW,SPENCER MUNI,43.16565194,-95.20279305
1IA3,SPENCER MUNI HOSPITAL,43.15028686,-95.14276591
IA99,LAKES RGNL HEALTHCARE,43.41705527,-95.12513861
0F3,SPIRIT LAKE MUNI,43.38742083,-95.13946805
25IA,VIRL B DEAL AIRFIELD,43.39509722,-92.96371111
IA68,WORKMAN AIRFIELD,41.60990555,-90.85891111
SLB,STORM LAKE MUNI,42.59723488,-95.24066555
IA33,CITY OF STUART,41.49693055,-94.32745
8C2,SULLY MUNI,41.5741,-92.8466
53IA,TAMA,41.94499166,-92.57929861
8C4,MATHEWS MEML,41.76335416,-91.15293583
8C5,TOLEDO MUNI,41.98823161,-92.54798613
8C6,TRAER MUNI,42.20083333,-92.45663888
VTI,VINTON VETERANS MEML AIRPARK,42.21863888,-92.02591666
IA78,VIRGINIA GAY HOSPITAL,42.17448611,-92.0122
06IA,RICH FLD,41.84014166,-91.83441388
AWG,WASHINGTON MUNI,41.27569444,-91.67608333
3IA0,WASHINGTON COUNTY HOSPITAL,41.28976388,-91.68651944
ALO,WATERLOO RGNL,42.55844916,-92.40102333
2IA4,CMC AT WEST NINTH,42.46101666,-92.34464722
10IA,FLYERS,42.41665555,-92.25018333
IA29,ALLEN MEML HOSPITAL,42.52549444,-92.33988055
IA75,MERCYONE WATERLOO MEDICAL CNTR,42.46080555,-92.34582777
Y01,WAUKON MUNI,43.28047611,-91.46952805
IA80,VETERANS MEML HOSPITAL,43.26798055,-91.47376944
C25,WAVERLY MUNI,42.74179555,-92.50721333
EBS,WEBSTER CITY MUNI,42.43641352,-93.86896702
IA95,HCPH,42.45171388,-93.81146388
45IA,GREAT RIVER MEDICAL CENTER,40.810625,-91.17388333
19IA,ANCAM ANTIQUE AIRFIELD,40.85684444,-91.20375833
4IA2,WALKER FLD,41.58613472,-91.2201575
3Y2,GEORGE L SCOTT MUNI,42.98522222,-91.79063888
IA15,GUNDERSEN PALMER LUTHERAN HOSPITAL,42.96891555,-91.80947847
IA58,B-8 FARMS,42.11498916,-96.17196388
59IA,BELLEVUE FARMS,41.62234444,-92.06240138
33IA,MARINE FARMS FLD,41.55638888,-90.98042361
3Y3,WINTERSET MUNI,41.36280555,-94.02119444
IA76,ELF RUN,41.35236111,-94.21166666
IA61,HALL FARMS,41.34796736,-94.12140277
3Y4,WOODBINE MUNI,41.73609944,-95.68361722
IA89,WOODWARD STATE HOSPITAL,41.871525,-93.91402777
IA30,KLEIS,42.30001027,-90.75013138
K78,ABILENE MUNI,38.90405555,-97.23586111
3KS8,REED-WILSONTON,37.25614861,-95.33404861
13KS,DANIEL'S LANDING,37.69769861,-97.10946527
ANY,ANTHONY MUNI,37.15988888,-98.07952777
5KS0,ANTHONY,37.0944675,-97.96144861
5KS7,ANTHONY HOSPITAL,37.15570555,-98.01760833
2K8,ARGONIA MUNI,37.27536666,-97.75875
3KS2,MUNSON FLD,37.06046944,-96.99871111
0KS3,SOUTH CENTRAL KS MED CNTR,37.13378333,-97.03849444
7KS3,YOUVAN,37.52921361,-94.6960725
K58,HAROLD KRIER FLD,37.16669361,-99.77512805
K59,AMELIA EARHART,39.57052472,-95.18033138
ADT,ATWOOD-RAWLINS COUNTY CITY-COUNTY,39.8403385,-101.0424829
SN18,SILLS AIR PARK,37.66763297,-97.0255368
07KS,HEAPE FLD,37.73418388,-96.93670083
77KS,RIVERBEND RANCH,37.64748611,-96.84145277
SN20,BRADY-PIPPIN,37.71946111,-97.0471275
3AU,AUGUSTA MUNI,37.66983444,-97.07802611
3KS1,HUNNINGHAKE AERIAL,39.83058333,-96.16485833
97KS,WINGIT FLD,37.67572222,-96.8854875
K64,VINLAND VALLEY AERODROME,38.83613055,-95.18203611
SN21,FLORY,38.82278305,-95.28775138
47KS,MAXWELL,38.77142916,-95.27456805
75KS,7UP RANCH,37.09440338,-95.16276102
SN22,HOELTING,39.11221755,-94.9561523
8KS1,NEU FLD,39.16919722,-94.97861805
78KS,WALTER A SWALLEY AIRPARK,37.0167325,-94.80022805
07S,BEAUMONT HOTEL,37.65930416,-96.52769166
SN32,RANDS,37.42555277,-97.26995555
SN10,BELLE PLAINE FARMS,37.39567083,-97.20984722
RPB,BELLEVILLE MUNI,39.81775972,-97.65958638
6KS0,REPUBLIC COUNTY HOSPITAL,39.81722222,-97.63336388
K61,MORITZ MEML,39.47236111,-98.12833944
00AR,ARLAND,38.96965108,-97.60155661
08KS,ALDERSON,39.0343875,-97.57999861
SN62,ROBERTS FLD,37.87416666,-97.5125
7KS9,EAGLE FLD,37.84915,-97.51023472
1K1,LLOYD STEARMAN FLD,37.77444444,-97.11322222
SN46,TAYLOR,37.87190555,-97.07219722
72KS,HILLBILLIES,39.02718333,-97.95935555
4KS8,BURSCH PRIVATE,39.5911075,-101.5926681
5K0,BRESSLER FLD,39.74413888,-101.5564722
1KS9,BELLEAIR,39.04555833,-94.94899166
03PR,SUN VIEW FLD,39.06594722,-94.92170277
5KS9,NEY,39.0707125,-94.94809583
8K0,BUCKLIN,37.54569444,-99.64216666
SN78,ALBRIGHT,38.69815277,-94.71939166
SN29,RUCKER,38.18606805,-99.5355165
UKL,COFFEY COUNTY,38.30248194,-95.7249575
SN08,FISHER,37.99167805,-97.65643388
01K,CALDWELL MUNI,37.03661111,-97.58555555
CNU,CHANUTE MARTIN JOHNSON,37.66788388,-95.48671555
89KS,NEOSHO MEML RGNL HOSPITAL,37.67502777,-95.47394444
8KS8,PRAIRIE COTTAGE,38.91835833,-97.00994166
0KS7,MONO AIRCRAFT,37.70018611,-97.88721944
SN13,ALBERS,37.65834027,-97.7745625
9KS9,SOUTH FORK AIRPARK,37.61503555,-97.78743469
69KS,CHILES AIRPARK,38.66869722,-94.74251666
8K8,CIMARRON MUNI,37.83286472,-100.3481583
CYW,CLAY CENTER MUNI,39.38713888,-97.15722222
SN33,CALLAWAY AIRPARK,39.42818888,-97.12410277
SN34,RUCKER,37.57501611,-97.49199138
CFV,COFFEYVILLE MUNI,37.094,-95.572
9KS0,COFFEYVILLE RGNL MEDICAL CENTER,37.04174472,-95.63914444
CBK,SHALZ FLD,39.42745861,-101.0466197
3K8,COMANCHE COUNTY,37.22286111,-99.33202777
CNK,BLOSSER MUNI,39.54986777,-97.65204055
92KS,CLOUD COUNTY HOSPITAL,39.55458333,-97.6605
SN36,WAMSLEY FLD,37.42640805,-97.6378275
9K0,COTTONWOOD FALLS,38.35862555,-96.55445166
62KS,DEXTER FLD,38.35863194,-96.4909875
K63,COUNCIL GROVE MUNI,38.67647222,-96.57275
SN40,OLSON AERODROME,37.52358333,-97.20215277
4KS2,INGELS AERODROME,39.01861472,-94.95441111
K65,DIGHTON,38.48890808,-100.4816716
DDC,DODGE CITY RGNL,37.76311111,-99.96541666
9KS3,LUCKY DOG,37.79305555,-100.0084722
2KS4,MAHONEY FARM,38.84962222,-98.66827777
87KS,HAYLAND,38.83106577,-98.61638894
60KS,ALLEY FLD,37.51399583,-96.99966944
SN52,PILOT POINTE ESTATES,37.47920138,-97.01263888
0KS9,LMN 120,37.51556111,-96.92160416
70KS,BANNON FLD,37.58194444,-96.94596805
1KS2,RISKY,39.31402222,-95.0716
SN43,STRAFUSS,39.504165,-95.4710875
9K6,PATTY FLD,37.80044444,-96.79902777
SN58,FOSTER FLD,37.87001972,-96.64668666
EQA,EL DORADO/CAPT JACK THOMAS MEML,37.77411111,-96.81772222
05KS,DARBRO FLD,37.26633888,-95.958975
EHA,ELKHART-MORTON COUNTY,37.00078222,-101.8800278
1K6,ELLINWOOD MUNI,38.37284027,-98.59864305
9K7,ELLSWORTH MUNI,38.751,-98.22916666
SN37,HAROLD K WELLS,38.38695833,-96.72973611
51KS,BARNARD,38.63694972,-97.21363388
57KS,GET AWAY RUNWAY,39.31504722,-95.99346666
EMP,EMPORIA MUNI,38.33056333,-96.18993194
15KS,SICKLER AIRSTRIP,38.43056916,-96.08832666
SN04,ROBERTS MEML,38.42305555,-96.37194444
6KS1,NEWMAN RGNL HEALTH,38.41061666,-96.19555833
1KS4,PRICHARD AIRSTRIP,38.89677222,-97.11353472
11K,SQUADRON FLD,37.46117222,-95.24194444
SN47,CONVERSE FARM,38.7420115,-96.100368
52KS,BLAND,38.90278222,-95.13219222
13K,LT WILLIAM M MILLIKEN,37.85161611,-96.29202444
79KS,GREENWOOD COUNTY HOSPITAL,37.83620277,-96.29526111
FLV,SHERMAN AAF,39.36757555,-94.91433972
FRI,MARSHALL AAF,39.05263888,-96.76450833
FSK,FORT SCOTT MUNI,37.79836111,-94.76936111
5KS4,GOANS FLD,37.80727777,-94.74090277
18K,FOWLER,37.38427777,-100.1861944
2KS3,EDWARDS GRASS STRIP,37.44034947,-100.3072887
1K7,FREDONIA,37.58070416,-95.83715555
SN55,R J C FARMS INC,38.21731388,-101.002725
36KS,WHITE FARMS,37.47537083,-95.34364444
45KS,KOAFM,37.52524722,-95.37410833
GCK,GARDEN CITY RGNL,37.92752777,-100.7244167
K34,GARDNER MUNI,38.80684833,-94.95674944
00KS,HAYDEN FARM,38.72778666,-94.93051972
K68,GARNETT MUNI,38.27730555,-95.21522222
SN41,ZIGGY CARLINE,37.50416666,-94.82666666
SN80,GIRARD DISTRICT HOSPITAL,37.51550833,-94.85791388
96KS,PALMER FLD,39.36851388,-97.78805555
SN64,ECK FLD,37.69665277,-97.54393055
SN65,LAKE WALTANNA,37.59408888,-97.61549444
SN61,YODER AIRPARK,37.65724722,-97.62987222
17Q,HIEBERT AIRFIELD,38.21538611,-97.35218472
GLD,RENNER FLD/GOODLAND MUNI,39.37074083,-101.6987339
27KS,BELLAMY FARM,39.13018611,-101.7139472
9KS6,LUNDGREN ANGUS RANCH,38.809375,-100.5707
86KS,COBERLY,38.78688888,-100.4198444
SN67,BUTTON,38.38334527,-98.75036194
GBD,GREAT BEND MUNI,38.34425138,-98.85919694
0KS5,OASIS AERODROME,38.45066627,-98.79966941
9KS,GREENSBURG MUNI,37.6227,-99.22837777
SN05,HALSTEAD,38.0314,-97.50920722
8KS2,KING RANCH,37.938915,-96.23083388
SN69,EMMERSON,37.93142638,-94.64273611
8K2,HARPER MUNI,37.27818638,-98.04347833
SN70,KAYPOD,37.25140888,-97.95450361
SN72,GRAHAM FARMS,38.30001972,-95.43998055
4KS6,THOMSEN FLD,38.24168611,-95.90665555
6KS7,BUG FLD,37.81060094,-97.797345
SN63,GAIL BALLARD,37.60835138,-99.11566222
HYS,HAYS RGNL,38.84222222,-99.27316666
73KS,PHILIP RANCH,38.7805675,-99.22121083
SN74,HAYS MEDICAL CENTER,38.87995,-99.29743055
8KS4,RANS,38.90501138,-99.3509375
0KS6,MOORE HOMESTEAD,38.78725833,-99.44005833
32KS,WILKENS,38.59307138,-100.6134758
HRU,HERINGTON RGNL,38.69472222,-96.80797222
53KS,WEAVER RANCH,38.11095277,-97.42971111
K87,HIAWATHA MUNI,39.87917,-95.52525972
8KS3,DAVIS AIRFIELD,39.85278111,-95.48053638
SN75,SOMMERS,39.86611388,-95.34195833
HLC,HILL CITY MUNI,39.38019444,-99.83147222
M66,ALFRED SCHROEDER FLD,38.34157083,-97.21387222
K91,HORTON MUNI,39.67884697,-95.53421194
7KS4,BENT NAIL RANCH,39.6331875,-95.43940138
1F5,HOXIE-SHERIDAN COUNTY,39.36508333,-100.4380833
HQG,HUGOTON MUNI,37.16335833,-101.3706775
HUT,HUTCHINSON RGNL,38.06615472,-97.86048972
30KS,FLUGPLATZ,38.0248375,-97.73392222
SN76,SUNFLOWER AERODROME,37.92627777,-97.90669444
SN51,IRISH CREEK AIRFIELD,37.88037222,-97.88780555
IDP,INDEPENDENCE MUNI,37.1579263,-95.77895025
66KS,PATTERSON FARMS,37.16388888,-95.87222222
16KS,HARMONY VALLEY,37.22343888,-95.59815972
30K,INGALLS MUNI,37.90686111,-100.5314167
K88,ALLEN COUNTY,37.86822222,-95.38694444
9KS4,ROSE PORT INC,39.63626111,-98.36032777
K79,JETMORE MUNI,37.98444444,-99.89433333
JHN,STANTON COUNTY MUNI,37.58539,-101.7323031
3JC,FREEMAN FLD,39.04333333,-96.84327777
6KS9,PROVIDENCE MEDICAL CENTER,39.12694777,-94.78773916
10KS,UNIVERSITY OF KANSAS HOSPITAL,39.05630555,-94.60922222
9K8,KINGMAN/CLYDE CESSNA FLD,37.66901611,-98.12389169
33K,KINSLEY MUNI,37.90899444,-99.40310555
4KS,WALZ,37.04516388,-98.57018055
42KS,FARNEY FLD,37.01069027,-98.45452777
25KS,WYRILL FARMING,39.68334388,-99.12842194
K94,RUSH COUNTY,38.54681944,-99.28975
36K,KEARNY COUNTY,37.96944444,-101.2555833
SN83,HIGHCREST AIR PARK,39.22693333,-94.95127361
SN60,LCF,39.25117777,-94.89795555
LQR,LARNED-PAWNEE COUNTY,38.20860408,-99.08591408
LWC,LAWRENCE RGNL,39.01111111,-95.21647222
SN38,LAWRENCE MEML HOSPITAL,38.98,-95.24888888
0KS4,NORRIS,38.80723888,-95.37005555
SN45,MICHAEL'S,38.8281,-95.26710555
SN01,DWIGHT  EISENHOWER  VA MEDICAL CENTER,39.28131944,-94.89626388
1KS5,ST JOHN PAVILION,39.28195277,-94.90298055
SN03,LENORA MUNI,39.62944861,-100.0154056
3K7,MARK HOARD MEML,38.45752638,-101.3508647
00AA,AERO B RANCH,38.70402222,-101.4739111
LBL,LIBERAL MID-AMERICA RGNL,37.04392111,-100.9599686
K71,LINCOLN MUNI,39.05806194,-98.16699722
37KS,LINDSBORG COMMUNITY HOSPITAL,38.57259444,-97.68421388
23KS,KENTUCKY CREEK LANDING,38.51068333,-97.59683333
SN88,CROSSWIND AIRFIELD,38.57132638,-94.71668055
38K,LUCAS,39.061955,-98.52534416
39K,DRAGOON CREEK,38.69172222,-95.69016666
LYO,LYONS-RICE COUNTY MUNI,38.34025,-98.22855555
8KS,MAXWELL AVIATION,38.27869444,-98.07805
82KS,GREG POST FARMS,38.01274444,-94.85807222
5KS8,JACK POORE,39.8180525,-101.3484956
00IG,GOLTL,39.72402777,-101.3959944
SN90,EIBES AIRFIELD,39.22638861,-95.19191388
MPR,MC PHERSON,38.35239361,-97.69129833
94KS,CLARK FLD,37.97493472,-98.96589583
SN91,GODFREY,38.10974472,-96.11555055
MHK,MANHATTAN RGNL,39.14141666,-96.67155555
3KS6,MERCY RGNL HEALTH CENTER,39.2018,-96.60083611
43KS,SMITH,39.1019425,-96.41777666
5KS6,TRACY,39.2348,-96.4736
SN92,SUNSHINE RANCH,39.33333,-96.70028555
49KS,N & N,39.21409047,-96.67230477
7KS6,DEEP CREEK,39.12412986,-96.50029852
TKO,MANKATO,39.80279,-98.22116194
43K,MARION MUNI,38.33761111,-96.98825
MYZ,MARYSVILLE MUNI,39.85642916,-96.6307125
MEJ,MEADE MUNI,37.27867505,-100.3564557
M64,JENKINSON,37.36391194,-100.4712606
3K4,BORTH FLD,37.307608,-100.4763145
K51,MEDICINE LODGE,37.26541116,-98.54790588
81KS,BLACKHAWK,39.15601527,-95.57760694
9KS2,SHAWNEE MISSION MED CENTER,38.99645277,-94.69229444
45K,MINNEAPOLIS CITY COUNTY,39.09433333,-97.72105555
04KS,KRAEMER AIRFIELD,37.39854705,-100.0370942
SN94,AMY,37.46668861,-100.0004125
7KS7,KENNEDY,37.4124068,-100.0916495
2K6,ELK COUNTY,37.38091666,-96.27111111
98KS,REXFORD,37.44950277,-100.50645
K17,MONTEZUMA MUNI,37.58566666,-100.4701389
67KS,MONTEZUMA COOP,37.58752277,-100.4351486
74KS,ENSMINGER,37.93336861,-95.2172
59KS,LAMB RANCH,38.02731111,-95.11531388
SN97,G&AG,37.3264125,-101.1976608
47K,MOUNDRIDGE MUNI,38.20909166,-97.502725
2K7,NEODESHA MUNI,37.43536444,-95.64611888
48K,NESS CITY MUNI,38.47375694,-99.90911888
EWK,NEWTON-CITY-COUNTY,38.05710138,-97.27522833
76KS,VINTAGE FLD,38.09067361,-97.20258333
NRN,NORTON MUNI,39.85047222,-99.89469444
20KS,ISAACSON,39.70091666,-97.72125833
49K,NORWICH,37.45557388,-97.833665
OEL,OAKLEY MUNI,39.11175,-100.81675
OIN,OBERLIN MUNI,39.83438444,-100.5398342
IXD,NEW CENTURY AIRCENTER,38.83091666,-94.89030555
51K,CEDAR AIR PARK,38.93109444,-94.88481111
OJC,JOHNSON COUNTY EXEC,38.84759777,-94.73758388
SN99,LAFLIN RANCH,39.39999694,-96.61695166
52K,CHARLES E GRUTZMACHER MUNI,39.49795,-96.17508333
53K,OSAGE CITY MUNI,38.6335,-95.80180555
0KS0,J V RANCH,38.63334222,-95.92526694
6KS6,FOXTROT FLD,38.51197222,-95.02130833
K75,OSBORNE MUNI,39.43329305,-98.68001805
7KS0,FLYING T,39.2713875,-95.31691638
K67,OSWEGO MUNI,37.15938888,-95.0415
SN42,HARROD,38.56108055,-95.20665972
OWI,OTTAWA MUNI,38.53917425,-95.25318461
7KS2,CLOUD,38.85000361,-95.4674775
SN54,OVERLAND PARK RGNL MEDICAL CENTER,38.93691388,-94.72593888
SN35,MENORAH MEDICAL PARK,38.91089722,-94.65036666
55K,OXFORD MUNI,37.26910833,-97.09335416
K81,MIAMI COUNTY,38.54064138,-94.92022333
14KS,G & S SPACE PORT,38.26918888,-94.904825
PPF,TRI-CITY,37.33081361,-95.506175
8KS5,BLUE SKY,37.31615555,-95.28023472
0KS8,PEARCE FLD,37.38157222,-95.37589444
39KS,PAPAS DREAM,37.29814305,-95.26293055
50KS,CLEMENS,37.37826388,-95.33978333
80KS,DIAMOND H,37.25565138,-95.23152222
PHG,PHILLIPSBURG MUNI,39.73567888,-99.31753027
PTS,ATKINSON MUNI,37.45005555,-94.73122222
SN50,MERCY HOSPITAL PITTSBURG,37.37982777,-94.68551944
S44,PLAINS MUNI,37.26853522,-100.5839272
7KS1,ROOKS COUNTY HEALTH CENTER,39.24774444,-99.29753333
5KS3,BIRDDOG FLD,39.21636725,-99.36506397
1KS,LINN COUNTY,38.17343333,-94.690325
0P1,VAN PAK,39.83169444,-99.56844444
PTT,PRATT RGNL,37.70252777,-98.747
1QK,GOVE COUNTY,39.03859,-100.2338883
23JY,JAMISON FLD,38.99581666,-100.2234389
28KS,HIGHLAND FARM,38.54251333,-95.15608166
1KS1,COCHRAN,38.45896666,-95.22645833
1KS3,LEO'S PLACE,39.30416305,-96.75861972
6KS,BUTLER AIRPARK,37.5592945,-97.064874
K50,COOK AIRFIELD,37.56538519,-97.17462486
RSL,RUSSELL MUNI,38.87136358,-98.81160372
K83,SABETHA MUNI,39.90544444,-95.77669444
SYF,CHEYENNE COUNTY MUNI,39.75916666,-101.7946658
02KS,JMJ LANDING,39.22221888,-96.05527055
84KS,ST MARY'S AIRPARK,39.27120138,-96.06159027
91KS,ST JOSEPH'S LANDING,39.24208888,-96.0331
SLN,SALINA RGNL,38.79061111,-97.65222222
17KS,TAMARACK LANDING,38.84550277,-97.50488055
58KS,BURGER'S VALLEY,38.91832777,-97.70792222
SN73,SALINA RGNL HEALTH CENTER,38.83278333,-97.61038055
1KS6,SILERS PLANE VALLEY,38.86666805,-97.53642083
1K9,SATANTA MUNI,37.45666666,-100.9846111
SN98,ANTON FLYING UV,37.42083055,-100.9421083
TQK,SCOTT CITY MUNI,38.47502305,-100.8844389
1KS8,BUEHLER,38.51529694,-100.9945958
61K,SEDAN CITY,37.14838527,-96.18526972
12KS,SOOTER,37.93766944,-97.49393888
6KS2,STEVENSON PRIVATE,39.44165555,-100.6272611
62K,SENECA MUNI,39.84761111,-96.11691666
2KS6,FLYING H,39.75037916,-96.02678333
63KS,HEINEN,39.77936666,-96.00412777
93KS,RONNEBAUM AIRFIELD,39.78000555,-96.08481388
2KS2,STUBER FLYING RANCH,37.65558583,-96.29055694
6KS4,BUSSEN,38.90510416,-101.7829708
K82,SMITH CENTER MUNI,39.76261111,-98.7945
K22,MILLS FLD,37.99377266,-97.92653322
41KS,FLYING Z RANCH,38.7355,-94.79733333
3TA,STAFFORD MUNI,37.95834833,-98.65036194
68KS,WILLYS LAKE,38.19685,-98.182575
63K,HILLSIDE,38.82125,-94.60952777
8KS7,PINE SOD RANCH,38.73346111,-94.64483611
RCP,ROOKS COUNTY RGNL,39.34658333,-99.30463888
19S,SUBLETTE MUNI,37.49686111,-100.8329167
64KS,MINNOW CREEK,38.97655833,-98.47113333
2KS8,VONADA,39.11372222,-98.40339444
SN95,ROBERTS AIR FLD,37.97751416,-98.40423916
3K3,SYRACUSE-HAMILTON COUNTY MUNI,37.99858305,-101.7476078
55KS,RINGNECK RANCH,39.30043611,-98.45835
2KS9,STARSHIRE FARM,38.9000025,-95.58359083
3KS0,STORMONT-VAIL HOSPITAL,39.05275,-95.69516666
21KS,UNIVERSITY OF KANSAS HEALTH SYSTEM ST FRANCIS,39.05645833,-95.69578888
33KS,BUENA TERRA,39.15305444,-95.60942361
TOP,PHILIP BILLARD MUNI,39.068823,-95.62237591
14SN,COLMERY-O'NEIL VAMC,39.02741111,-95.724125
90KS,SUNSET STRIP AIRPARK,38.9825,-95.59497777
FOE,TOPEKA RGNL,38.95094916,-95.66361361
7KS8,MOORE SHORT FLD LANDING,39.204375,-95.72756944
6KS8,TOWANDA FARMS,37.771284,-97.0330365
9KS8,GATORS PLACE,37.75035138,-97.04735277
